sequence_id,NC_007984,NC_015722,NC_011138,NC_015859,NC_013943,NC_009767,NC_008709,NC_015656,NC_009511,NC_011126
94,107.1460,105.3185,94.1997,81.4809,99.9839,82.2152,97.8292,79.2964,78.2859,114.5689
95,105.7201,108.1848,98.9649,84.5104,104.8670,88.7842,101.5979,82.6505,86.6614,117.5565
96,112.4909,105.3259,101.7662,87.4824,105.1811,92.2917,101.3708,85.5884,84.6755,117.0582
97,107.1324,104.7375,96.8485,82.2053,102.1137,90.7929,98.5557,82.0826,84.2843,116.0652
98,107.6299,102.8015,99.1594,89.1355,100.7641,94.6891,100.8103,86.1274,86.9274,108.1064
99,105.8610,104.1011,100.7590,88.0217,99.1195,91.0158,99.2983,86.2179,88.4977,109.9760
100,104.5076,100.8254,100.8867,90.2925,100.3216,94.3909,102.4446,90.9729,92.8449,104.3970
101,104.5145,99.7157,99.5380,94.7025,96.8935,97.2552,98.6761,96.3468,102.1178,103.9576
102,108.2528,103.7202,98.9418,87.3789,100.8896,89.0367,98.8336,85.4963,87.7881,108.8065
103,110.9347,108.0415,97.9826,84.3194,105.8830,86.4025,99.8841,81.0077,80.2183,125.9692
104,106.2787,104.2259,99.3133,89.5841,102.4211,91.3369,99.8232,89.6599,93.7675,115.7989
105,105.8667,102.3736,96.1584,90.1494,96.1372,92.4449,97.7803,91.5373,99.3543,107.5491
106,110.6983,105.3888,99.4207,85.6973,103.1518,92.0259,98.3443,80.3521,81.6095,118.3627
107,101.6411,98.8108,95.6046,91.9794,94.9432,89.5238,94.7438,90.2446,88.9899,109.0509
108,111.2178,108.8525,98.3276,79.5161,101.9309,86.3875,98.9778,77.7964,81.0462,112.6593
109,105.3270,105.6232,96.0744,83.6818,100.6736,84.3055,100.0652,82.2347,82.8895,112.8630
110,101.3709,103.3505,92.6333,86.7320,99.5425,85.2605,95.9574,83.1698,85.4322,109.9980
111,105.3981,102.6742,98.8771,84.8134,100.4906,84.6585,99.3181,83.0221,81.1047,113.0815
112,107.5155,102.2309,98.7884,87.6852,96.0510,90.7502,99.8673,88.2715,88.2635,110.2249
113,111.2654,109.5246,99.7753,85.2753,100.0442,87.2285,101.4481,85.0445,90.9130,117.5093
114,109.5160,107.1004,100.8302,80.1774,98.8742,90.6063,101.0485,81.7009,86.0031,110.9326
115,108.7488,107.4345,96.6005,84.0451,108.6932,87.8318,100.3891,81.5686,85.4510,118.7801
116,107.0541,104.6979,95.7152,81.9075,102.2534,83.7204,97.4583,79.9433,80.3453,113.1658
117,104.1736,100.9553,97.7379,88.9512,100.2081,92.1701,99.3930,88.7130,93.1582,108.0277
118,108.6645,109.8597,102.1024,85.9560,102.9077,91.6177,103.4245,84.6768,88.6132,116.4536
119,107.2254,104.2672,99.1496,85.6168,103.8532,88.2519,101.6584,84.7852,87.0746,115.3801
120,109.8752,108.8688,103.4692,85.6714,104.5736,90.0106,103.7570,84.0902,84.5422,119.0028
121,112.0160,106.3129,99.3873,84.2781,101.8399,91.8469,99.7803,83.4832,88.0581,110.1108
122,111.0125,106.7508,104.0396,91.0933,107.1763,91.4863,99.5509,87.8746,87.8981,119.6812
123,110.9001,104.5934,101.2930,86.9383,105.1342,93.3250,100.4772,84.0651,84.3488,115.7166
124,108.2301,104.9994,100.2599,85.1904,103.5491,88.9943,98.6915,82.9825,83.0185,118.5562
125,100.5445,100.8144,94.9430,88.5957,98.9591,88.5883,96.0346,87.5721,90.1664,107.5787
126,106.2965,101.1202,97.1302,86.0477,95.0321,86.2906,97.4044,85.6175,83.0414,107.5963
127,115.3270,109.6281,104.5109,85.6586,106.0825,89.4029,102.7020,82.0661,84.7812,120.3753
128,107.9582,105.1026,102.3711,86.2838,103.5702,90.4930,102.2452,85.2442,86.1785,112.6513
129,108.6149,106.4623,99.6132,83.1502,109.4235,89.4494,100.5788,81.4776,83.4618,115.9607
130,105.6503,104.5702,95.4837,90.4360,100.2572,87.2306,99.0495,87.4285,90.4718,116.5284
131,103.3557,102.1094,95.6893,89.3416,100.5211,88.6902,98.8898,87.2396,87.3401,113.1347
132,107.1331,103.1429,98.1305,89.4800,95.5398,91.8925,97.6606,88.7863,92.3495,107.6988
133,104.8374,102.0843,96.5291,93.1042,95.3968,92.8383,97.4253,92.5820,97.5521,103.2520
134,106.2875,106.4200,98.2416,81.6379,101.5258,83.7697,100.0236,81.3850,80.7077,113.9332
135,102.2349,102.3270,94.3676,86.9466,100.0677,92.5504,97.0365,86.8955,92.1797,103.9749
136,106.0699,103.5463,98.1737,88.7162,103.0141,89.7212,94.7473,84.7817,86.9332,114.3093
137,109.3068,103.0106,96.8865,87.3275,101.5566,88.9755,99.7318,87.1030,85.2211,110.9683
138,109.2856,106.2806,101.7206,83.9592,100.7210,86.4976,101.5281,83.3419,83.9096,117.1138
139,98.9217,99.6320,93.8974,86.6222,98.0824,87.8199,96.7205,86.0742,87.0782,103.8379
140,109.5687,102.9843,98.5155,83.7506,102.6951,92.0239,100.0811,82.4245,83.3435,111.9862
141,111.3283,107.4125,97.2520,81.1769,103.0159,88.1633,99.0384,78.5186,77.9252,120.2400
142,109.4543,106.9252,97.4854,89.0686,106.4693,86.7891,101.4039,87.4573,86.5659,123.0102
143,116.6354,111.2971,101.3730,81.4033,109.2244,93.9953,102.8289,77.6389,81.0734,119.3761
144,112.0921,107.4291,101.8238,80.6398,101.5963,91.3741,102.7032,80.1429,81.9464,109.9446
145,105.2062,101.2015,100.2631,90.2643,96.9649,92.7330,98.1157,90.0317,91.8530,106.1829
146,108.6195,103.5302,98.9485,91.2145,105.6931,93.6470,99.1289,88.0164,89.0568,114.0833
147,105.6194,103.3299,96.7985,86.2034,94.7916,90.0968,96.4210,86.5197,89.1277,105.4107
148,107.0096,103.4490,95.0046,90.8721,99.5230,92.7570,97.8316,87.3145,88.4882,113.8421
149,108.1274,106.2923,100.5920,80.8174,104.5258,92.3716,100.9639,81.2727,83.8302,114.1740
150,105.6208,104.3322,97.3930,90.5009,106.4182,88.5091,97.4431,89.0059,88.9129,118.4632
151,106.1401,102.5874,97.5908,83.8433,100.3710,87.9983,98.3502,84.1627,85.1046,111.7886
152,102.8637,102.0109,97.5051,92.6599,98.4771,94.8525,98.6609,91.1064,94.1438,108.2218
153,106.9577,101.6708,94.5784,79.4836,98.4599,85.5280,95.9663,77.5988,79.1709,107.7023
154,108.0171,105.9759,98.6718,87.1326,103.0454,93.7912,101.0931,84.9369,90.5469,112.8523
155,104.4716,104.6629,97.1036,83.7955,102.0027,88.6329,99.1817,83.5958,82.5161,113.0115
156,108.3730,105.4694,99.7702,84.1454,103.6454,93.4038,101.5491,84.4265,85.9096,115.7942
157,104.4575,102.4730,98.4896,92.7998,98.0298,90.1235,97.8565,92.1542,92.2653,111.4526
158,102.5172,103.5125,99.2299,85.2970,99.5041,92.9617,100.9044,84.8361,84.3724,111.1841
159,104.3987,101.6402,96.7417,89.2215,98.8723,89.1120,99.2605,90.3045,90.3533,107.1978
160,107.4337,100.7854,100.7958,92.4476,101.7853,100.1474,100.1653,95.1294,97.3657,104.8943
161,102.1529,99.5704,95.0901,94.7991,94.9451,90.3795,96.6548,94.9885,94.5885,101.5225
162,108.9663,107.0749,99.1154,84.3023,99.5864,91.4190,102.0342,83.5967,88.2207,111.2194
163,110.2592,102.7843,96.0734,88.0787,98.2353,88.6258,99.0438,86.3243,89.6727,111.3695
164,104.7432,103.8799,101.4324,85.7812,101.2049,87.0471,98.8820,82.1145,81.1798,116.1425
165,104.0274,105.6792,98.0110,85.4278,103.1005,90.4975,100.7862,81.0452,84.2241,117.3237
166,102.8214,101.4434,99.1776,82.2163,98.6655,86.1470,98.2475,81.9319,85.4460,108.7491
167,109.3264,104.9353,95.9760,82.7019,99.0743,86.9723,97.8570,80.8842,81.1678,118.0053
168,107.8090,104.8238,99.3715,87.2001,99.1586,91.3159,98.9262,85.3573,87.5442,115.6110
169,108.6589,108.7403,101.1862,85.9915,107.1237,90.3505,101.1682,84.5089,86.7637,119.6190
170,109.9883,108.3534,97.2675,87.1683,106.8202,90.2821,100.6535,84.2476,85.3746,116.9375
171,111.9450,108.3379,101.2578,84.3253,110.0309,92.6181,103.0955,80.3925,79.9142,123.4017
172,112.7925,108.9479,98.3175,77.9977,100.5282,82.1707,99.1996,75.3960,76.8362,116.3967
173,103.5661,105.1762,99.0843,85.0845,103.5919,92.4347,100.7686,84.2568,82.7911,114.0442
174,104.5041,104.1313,95.8401,90.1693,103.9507,88.5895,98.6035,87.1130,85.5315,111.1512
175,98.9596,98.8419,96.5545,103.0641,99.7522,100.7012,99.7119,104.8489,110.5903,100.4001
176,105.4082,101.5327,96.1580,89.7983,97.0882,90.4174,97.5244,87.8756,89.4358,108.4712
177,103.8428,101.7339,97.1593,97.0149,100.3300,91.8970,98.5928,96.6230,95.8088,108.7879
178,109.0199,103.3732,99.6013,81.8474,105.1362,94.7498,101.9870,82.9290,85.7322,113.8810
179,111.2056,105.7121,99.1568,84.0911,103.2386,91.3091,100.0785,82.4826,82.4365,117.1903
180,108.4202,106.0976,101.6803,82.8943,103.4005,93.1270,102.5372,85.8150,91.1199,108.9999
181,107.0454,104.5698,98.5949,87.6061,102.2312,88.9211,100.6445,88.2160,90.2695,113.1963
182,109.1090,103.3740,98.0539,84.6294,104.1450,92.5054,100.9569,82.7789,83.8688,113.6852
183,117.6604,109.0839,106.9510,84.5089,110.8422,98.6309,106.9630,83.3071,88.7854,121.6233
184,104.8891,102.0083,96.9967,87.8143,101.5706,91.7133,98.2865,87.4745,90.2039,107.9507
185,107.3761,105.0414,96.6916,83.3903,100.4111,92.2819,98.6774,81.5182,84.4868,111.8359
186,108.5591,107.1719,97.9559,83.5324,108.5226,94.6440,101.7925,79.6393,85.3487,116.5224
187,113.0515,109.7908,99.9881,83.3426,108.9732,89.0055,103.2259,79.5635,81.6631,118.2519
188,115.7693,105.3852,101.3252,88.7607,100.4254,93.0781,101.5162,87.7821,91.4607,116.7762
189,105.1108,103.8662,99.2431,82.1087,100.6052,92.7067,101.1379,82.1106,85.6546,111.0259
190,110.0786,107.7154,99.6321,87.5797,97.9387,93.0133,101.3148,85.6051,88.5621,112.3476
191,110.7193,103.4072,97.1423,84.5150,97.7165,90.9832,98.1806,80.5306,79.8638,113.4938
192,112.6871,108.7381,100.9064,82.1811,108.2158,92.5656,101.1897,78.3184,80.7814,121.5104
193,105.2764,98.3617,94.1670,93.3172,99.9220,94.1969,95.1873,94.8189,91.8239,103.6003
194,112.3222,108.7469,99.5097,86.0130,108.8093,93.7872,101.7198,82.4165,84.4942,124.1753
195,106.3571,108.5298,97.7206,85.7065,102.8931,87.5997,100.8686,82.5241,85.2574,118.1178
196,112.2143,106.0736,100.5619,87.5543,104.1098,93.8861,101.4728,84.7433,84.4691,114.5132
197,101.9719,95.8250,98.6060,108.1918,94.7335,102.2876,99.3243,108.3160,112.7341,98.5615
198,107.6902,108.0470,100.9648,87.8437,104.0827,94.8958,100.8666,85.3614,89.2720,118.0224
199,104.3058,100.3608,97.9260,88.5427,95.7965,94.0921,98.8996,90.6707,94.3796,100.7776
200,104.3957,103.7440,99.8259,86.3172,98.6418,88.3065,99.9930,84.8878,84.9766,112.3887
201,109.2777,105.1823,97.6628,82.0321,102.4053,89.7121,99.2604,82.5082,86.6083,110.0460
202,112.5132,109.9864,99.1803,81.6823,107.1904,84.0093,102.5897,78.9426,78.9855,126.1972
203,108.0443,103.1973,101.6205,90.9288,102.2902,95.6559,99.6290,91.2548,92.5800,109.8614
204,111.0747,107.0613,100.2712,81.9412,98.1047,90.0453,99.7936,82.4892,88.4718,113.2266
205,98.7142,94.9244,98.6131,89.3553,97.1386,89.3409,96.9404,86.2086,89.2653,98.0524
206,106.5012,102.3680,96.6002,91.8610,97.4227,88.4695,97.8246,92.8251,98.9495,110.9865
207,107.8607,104.4936,97.4000,88.8588,104.6170,90.4060,101.5049,87.4101,90.2288,111.2716
208,116.4113,109.3844,101.8210,81.0740,106.4141,95.1775,101.6173,78.7410,82.7265,120.6168
209,110.0340,107.4012,100.4257,81.6977,95.6997,88.0205,100.3975,82.5098,85.9893,112.1032
210,109.9001,106.0779,100.3321,84.8762,103.2942,89.5165,101.7569,85.0937,84.8536,114.9747
211,106.9756,100.2172,93.8611,91.6639,95.5837,85.8058,95.9954,91.3631,92.8542,107.8738
212,104.9744,102.0908,94.2603,88.4406,95.6324,88.1234,97.7364,88.9530,89.4859,102.0213
213,112.5526,104.0801,101.5532,86.7079,102.8987,89.7553,100.1380,85.3846,85.6903,115.8710
214,104.8401,101.7792,97.7465,83.3226,98.5434,87.3298,97.3196,81.3460,82.9155,105.0557
215,111.4144,107.1403,98.9712,83.5533,102.7209,89.4001,99.2404,80.7858,85.3782,113.4158
216,106.6266,102.3450,97.0250,90.4026,97.5824,92.2827,98.2064,90.1855,95.4062,106.4726
217,106.4898,105.5401,95.7413,79.7366,101.6035,81.7313,98.0683,76.6771,75.0578,118.7440
218,111.5145,105.4038,103.7633,94.7993,101.6578,93.5461,104.3293,96.3916,101.7211,118.0438
219,104.6000,102.9176,96.7513,87.6376,98.4953,88.8202,98.0186,86.8417,95.2953,105.1345
220,95.9848,96.3839,95.5046,108.9508,94.7852,96.1549,95.4304,108.0699,102.8674,100.3601
221,105.2930,101.3636,96.4011,79.2792,99.0929,87.5731,96.9065,80.3648,79.8427,108.5942
222,112.6538,109.4506,97.6745,81.5767,111.9377,90.7297,101.7060,76.1730,78.8649,121.2841
223,101.2648,101.2112,95.0778,89.4998,98.0181,97.0302,96.8291,89.7036,94.9774,102.8130
224,106.3286,102.6996,98.6985,90.0478,96.9212,92.7833,98.1669,90.9167,94.7109,109.9947
225,106.0599,105.4358,98.3762,86.1858,97.8757,87.3843,98.6262,82.9288,87.6395,114.1444
226,105.4323,104.1033,100.2465,91.4540,101.8571,95.0246,99.3423,91.7663,91.7934,111.6174
227,105.5994,103.8342,102.1267,94.2385,98.8447,95.9198,102.1353,94.0015,101.6281,108.3252
228,102.1322,101.8264,96.4380,87.5118,102.1412,89.8068,97.8482,88.4293,86.8772,107.5731
229,108.0368,104.0917,97.2746,86.7445,104.4874,92.0255,99.7527,85.4495,86.1937,112.7159
230,106.0365,103.4005,96.9720,82.6760,100.3416,87.1988,96.7495,81.4313,81.5192,110.1574
231,108.8795,106.0519,101.5539,85.5082,103.3158,89.8043,100.7863,83.3178,85.2463,118.7836
232,108.4010,103.1604,97.0283,93.4989,97.0841,91.8917,98.0754,92.3302,97.3594,109.6977
233,107.5314,103.0820,94.6564,87.0692,99.8109,90.3048,97.6080,87.2124,90.3936,109.7756
234,108.2852,107.3362,102.7341,83.8274,104.9060,90.7108,102.8842,83.5767,86.0377,114.6123
235,114.0491,106.5856,98.1086,85.1552,110.0623,94.6449,99.7134,80.6867,83.2728,117.2228
236,108.9728,105.6548,99.8527,82.7737,102.3626,90.8482,101.0222,84.4308,85.2041,113.8207
237,107.0817,105.6551,98.3217,88.6835,97.8461,87.9984,99.3812,86.5361,87.8102,112.8386
238,115.3980,108.2135,100.3206,82.7573,108.8727,90.6618,101.7333,78.3982,80.1773,124.7488
239,108.5714,104.9406,100.4803,89.3626,105.4617,94.4227,102.4486,90.0796,92.3250,110.2311
240,104.5163,100.6568,96.6747,89.4187,99.6000,93.9336,97.6996,88.9444,89.4151,108.4402
241,107.5022,105.0021,99.3948,87.4955,103.2748,91.1268,100.3660,84.3786,89.0284,110.6247
242,110.4705,106.2258,99.5304,88.8437,104.7356,94.6837,100.9653,84.9657,90.8910,117.1048
243,111.8903,103.5079,97.9347,85.5773,95.9816,85.3314,97.2431,82.4527,86.1672,107.1805
244,99.7618,100.0297,97.8245,99.7881,96.4427,93.3782,96.2838,96.9173,100.9011,105.8327
245,102.7016,102.6721,98.7887,92.2475,100.7699,90.8737,99.7269,91.5296,93.4630,110.8273
246,113.2901,108.0352,102.4701,82.6571,105.9320,94.9808,103.3290,81.6111,85.3526,118.3271
247,107.4305,106.4853,98.0124,82.8872,103.5510,89.4985,102.4007,82.0493,82.4567,113.4655
248,113.6323,109.3099,101.8157,82.3254,105.8440,95.5887,102.9297,80.7938,85.3130,122.5433
249,107.1670,103.4916,97.9422,90.7982,105.2955,94.5812,100.5467,89.2849,95.1593,108.8701
250,109.9411,102.9629,98.9150,86.2486,98.5246,91.8948,99.2620,85.0811,91.4698,111.3758
251,106.3126,105.3664,97.8408,81.3789,98.0917,88.5906,99.6998,83.7348,85.0837,107.4401
252,109.9156,105.3789,98.8445,85.6272,104.9121,92.3829,99.1217,83.3734,86.4325,118.8684
253,107.9412,104.5213,95.4826,86.5805,102.6969,91.6030,98.2630,83.9582,83.6915,114.6813
254,108.9020,104.6419,98.8793,82.4186,100.2874,91.6517,101.8693,84.7050,88.6799,108.4110
255,111.5423,105.0066,102.8855,84.5799,101.5156,91.9624,101.2564,85.3939,89.0785,116.2879
256,107.9582,105.1026,102.3711,86.2838,103.5702,90.4930,102.2452,85.2442,86.1785,112.6513
257,105.8310,101.1492,94.9116,84.1532,99.2601,95.1333,95.3242,82.5392,86.9345,100.5254
258,107.1599,101.8069,95.8573,88.0690,99.9305,92.3011,99.5176,85.8938,91.0295,108.3102
259,111.0146,107.7246,99.4747,87.0492,108.4296,94.2905,100.9014,83.5200,84.3821,115.7376
260,104.2438,102.3631,98.7013,89.7571,100.9087,91.0706,99.6391,89.5329,90.5901,113.6049
261,111.2393,106.6122,100.2354,83.4665,103.6904,90.5958,100.4292,82.0936,85.8063,115.3917
262,101.2354,99.5784,96.4745,90.1869,97.9071,93.7003,97.4712,90.7569,93.5431,102.6368
263,102.7687,102.1476,97.7262,95.7499,102.2863,94.9244,98.5622,94.6288,98.8152,107.1120
264,106.6656,103.3839,96.6597,89.5988,101.9749,88.8317,98.0478,88.4260,90.2872,109.1911
265,111.9894,107.9123,100.4705,83.9234,110.3045,90.1737,100.9808,79.8835,80.6817,123.0067
