sequence_id,NC_007984,NC_015722,NC_011138,NC_015859,NC_013943,NC_009767,NC_008709,NC_015656,NC_009511,NC_011126
28,111.3564,107.2485,103.5911,86.4033,104.6155,94.3473,104.4790,86.9249,89.8005,115.1677
29,106.9555,105.1940,95.6929,87.3193,106.5261,91.7185,99.6567,86.0952,89.7861,110.4859
30,102.7181,103.6564,96.6891,95.2227,102.1857,94.8837,99.9247,96.2805,95.5089,110.3955
31,107.0039,105.3158,98.9902,91.8381,101.9969,92.6220,99.9952,91.8204,94.2988,109.1514
32,112.1609,109.8617,103.8160,86.2133,110.5113,96.1485,104.8075,84.8744,90.6903,120.1143
33,110.9188,110.6603,103.4170,79.9173,103.2401,87.1466,103.5786,79.9379,79.9622,121.7426
34,107.5551,108.2101,101.6295,83.4956,104.8520,87.5773,102.2045,83.5211,83.4395,117.7194
35,112.6777,106.0314,101.0359,86.2223,103.9137,94.9371,101.2347,84.5263,86.0417,113.8219
36,106.9929,105.9188,98.6640,95.1161,101.8325,95.6531,100.4751,93.1472,96.6982,111.6780
37,107.6467,106.8414,99.3482,91.7402,103.6671,95.9591,101.4959,91.7678,92.5132,110.9197
38,110.7996,107.5070,101.2577,83.8312,101.0340,91.1736,102.4257,83.6652,87.4702,113.5354
39,107.6366,104.8627,99.7968,88.4347,103.3441,92.6532,100.9399,88.4591,91.5916,112.9648
40,106.5718,106.4171,103.9566,91.1532,104.6613,94.1270,104.7735,90.2812,90.3830,111.7907
41,108.1789,105.1440,102.7012,86.5649,105.6806,103.6597,102.6166,85.8814,85.9636,110.4233
42,109.6769,109.5249,103.5086,89.4522,107.0109,91.9837,103.2866,87.9373,87.2730,120.3260
43,106.5023,107.5366,101.3643,85.1449,101.1338,93.7163,102.1371,84.7299,89.2084,113.6378
44,107.2502,104.0206,96.8832,90.2438,100.8365,90.9331,99.6780,87.6220,86.2047,114.7622
45,113.0921,107.1529,104.2902,85.5245,98.8093,90.8054,103.4019,86.7544,88.7660,112.5888
46,107.7889,101.6563,100.7364,97.0471,102.1450,100.3098,101.8139,96.9498,95.2966,103.9871
47,101.4819,101.0580,94.8656,89.3011,96.5783,89.1655,96.5150,90.4256,87.8191,105.0347
48,106.8637,105.6192,97.9987,91.5170,101.5824,87.5103,98.8774,90.3315,88.2007,116.1658
49,108.3982,105.0435,102.4118,84.3087,99.4191,91.5799,99.3472,83.6921,88.1751,108.5875
50,110.8580,108.0931,102.4507,88.7544,107.7265,96.9489,104.0698,86.7833,90.9888,114.2339
51,108.3844,103.6555,97.1880,88.8360,105.2490,90.1699,100.4990,87.1412,84.3468,113.7537
52,115.4349,108.8421,104.2114,86.4040,109.9934,96.8014,106.1326,86.5135,88.1891,122.2034
53,111.8528,106.2505,99.3701,82.8870,99.3734,89.1439,100.2633,81.4524,82.9978,111.5203
54,109.4929,105.7244,101.1160,94.0697,102.8973,99.0595,102.3623,95.5037,102.2833,108.7366
55,108.0342,106.1333,99.3613,85.1001,102.9006,87.7076,100.4455,83.9096,84.3640,114.4478
56,101.2379,102.1533,95.4282,107.0178,102.3199,103.5507,98.1158,104.4811,104.2135,107.3715
57,106.3233,107.0095,98.2485,87.0554,102.4014,95.4400,101.2559,85.9967,90.1381,110.9138
58,109.4957,107.6538,99.7112,84.6345,100.4803,86.4418,99.7748,84.1619,85.5676,116.9602
59,107.6868,107.0823,99.9095,87.7089,101.0612,88.6468,102.4150,88.3132,87.4174,113.4490
60,103.0336,101.1748,94.5601,91.8470,97.5946,92.2440,97.5732,91.8300,93.1006,105.0839
61,108.9362,106.4116,99.9232,86.8130,102.2060,89.8270,101.8054,86.2150,85.6480,114.7438
62,104.6457,104.7805,99.4567,92.1041,102.4482,94.0083,101.3916,91.5159,95.2849,111.2981
63,109.7577,108.6098,97.5033,85.4626,104.4756,88.8534,101.6643,83.7885,85.5086,114.6930
64,103.5217,101.4353,100.7300,93.3534,98.8216,95.9468,101.4157,93.6660,94.7865,102.7379
65,101.4712,100.4229,97.7793,97.5122,98.9512,94.7190,97.6946,97.5211,97.3668,108.2408
66,110.2448,106.1431,101.8628,87.8466,100.1068,93.9055,101.0735,88.0733,89.9675,110.9674
67,104.6573,107.2985,97.9705,89.1735,100.3781,89.8043,101.6263,88.3016,91.5940,110.1847
68,108.0192,106.1484,98.6778,89.1660,108.6253,94.7274,101.6040,86.6781,87.8763,113.6248
69,108.6012,105.9247,96.2006,89.9562,102.7756,91.1204,101.0118,88.6171,89.1105,109.6996
70,103.5877,104.5630,101.7923,90.4938,100.6016,93.5231,101.6929,91.6126,95.0346,107.5127
71,114.5831,108.2245,100.0040,85.6443,105.2282,87.7456,102.7511,84.0783,82.8653,119.7715
72,111.7491,107.3657,96.5442,84.5813,106.5329,88.2282,100.1522,81.4197,79.9345,119.8708
73,107.3518,105.6361,98.7505,82.7847,101.8647,90.1260,99.3653,82.1704,83.8045,113.3042
74,107.5201,107.3308,100.7820,86.6724,99.7976,94.8877,102.2413,87.5369,94.6203,111.1490
75,111.3603,109.8307,99.0378,85.0198,110.2005,92.9021,101.6094,83.9756,89.7940,120.2193
76,107.4210,104.2378,96.1225,86.3545,100.1232,88.9814,99.5216,84.8843,83.1824,110.1116
77,109.1752,104.3677,98.9136,88.3028,104.1541,94.0548,98.8984,87.0592,90.9010,112.3175
78,110.9071,109.5896,101.4658,87.6499,105.3290,90.2945,101.3903,86.5206,90.1730,117.6307
79,109.4405,107.4350,101.2740,90.0210,104.0830,94.2751,101.9083,88.0960,89.9493,115.6492
80,106.5775,102.2906,99.0531,87.3671,95.4414,87.1453,98.4847,88.1911,89.9640,110.0830
81,107.4222,107.5652,99.6647,89.1069,102.1648,93.5768,100.4247,87.9977,93.8691,113.9249
82,112.2399,107.9260,98.5764,83.1229,101.7100,85.1726,99.9630,81.8319,84.5837,114.5882
83,98.4021,99.6943,94.6390,101.3810,98.6543,97.1466,95.4691,102.8013,102.9002,104.5750
84,110.3187,105.5674,99.9092,87.8595,100.2250,90.8331,101.8032,87.8774,88.5649,112.9093
85,110.9942,106.9746,98.4835,84.7993,106.4093,91.2621,101.7549,82.3219,80.8994,117.5308
86,105.7186,103.5969,99.0251,91.8388,102.1308,92.5824,99.1893,89.2264,90.9008,111.7204
87,113.2321,109.0473,101.7273,85.8631,109.6045,94.5700,103.4019,83.5775,87.1000,119.0640
88,110.4800,105.1734,100.2281,83.9349,100.1214,89.1412,101.2668,82.8532,85.2328,110.6657
89,106.7600,103.7602,97.5551,81.6132,101.9830,92.1796,97.7085,81.4327,84.3645,108.4127
90,105.0426,105.3360,98.4373,88.1229,101.8792,90.6835,99.7868,88.7661,89.1392,111.3143
91,105.8695,100.1008,95.2501,103.5725,99.4660,97.4362,97.5464,101.6612,105.7916,101.6078
92,105.8844,104.8228,96.9545,85.7098,100.0846,90.1169,99.3721,85.0917,86.3559,112.2550
93,106.7787,105.9059,99.7274,83.4924,99.9786,91.0795,101.0299,84.3044,84.4453,112.2533
94,108.9059,106.0241,96.0421,85.5216,102.1057,85.1895,99.3853,82.6481,82.8388,116.8420
95,107.8470,108.8641,99.7653,86.4002,103.7279,89.5534,102.3134,84.2504,87.4990,117.9321
96,113.0891,106.2450,102.2820,87.7902,106.1050,93.5533,102.1218,87.4210,86.9937,117.2518
97,107.1638,107.4162,99.2246,84.4529,103.2347,91.8566,101.2067,84.3877,86.6114,113.9014
98,107.9448,103.8654,100.5284,89.8888,101.3041,94.7505,102.0407,88.0331,89.4019,107.4326
99,107.4364,104.8239,102.6362,89.8847,101.8107,92.7872,101.0616,88.0859,90.4304,112.3988
100,105.4232,102.0725,101.1600,91.6343,101.6990,96.8358,103.0240,93.5253,96.4511,102.7708
101,104.6845,100.6174,100.2890,96.8697,99.2152,100.0062,99.2125,99.0721,104.1245,106.2349
102,107.7549,104.2987,99.0879,86.8519,101.4213,90.6246,99.2608,85.8149,86.8875,108.9445
103,111.4982,109.1121,97.8648,84.1385,105.8722,88.0682,100.9983,81.5455,80.3415,123.6220
104,105.5575,104.8556,100.1168,92.2487,103.1921,92.7059,99.9788,91.8424,92.7850,114.6857
105,106.8359,103.1300,97.7400,92.4983,97.5885,93.5518,99.4081,94.1692,101.3610,107.1434
106,109.3652,106.0521,100.5132,87.8334,103.9395,93.1969,99.7765,84.1264,84.2504,115.3097
107,104.4867,102.0943,97.2610,93.0458,98.0552,91.0892,97.2056,91.3626,90.7565,110.5686
108,110.9368,109.3904,99.1256,82.0077,103.5140,88.3369,100.1632,80.3178,83.5176,114.8673
109,106.8075,106.9892,96.4554,84.0282,100.1388,85.4759,100.2960,82.8226,83.9395,113.7673
110,102.3275,104.4326,94.6171,86.7399,102.4152,86.6579,98.2929,84.4690,89.4346,111.6031
111,106.2703,104.5184,99.0424,85.0673,101.5955,85.9062,100.4531,84.8344,83.0041,113.5707
112,108.3515,104.5686,100.6782,90.0158,98.1431,91.2081,101.1505,90.0869,91.2163,111.3027
113,112.0438,110.1359,100.2635,85.6573,101.6951,88.8174,103.1408,86.3692,89.5352,117.7324
114,110.2815,107.6265,102.1205,85.6536,101.2520,92.4480,102.4664,85.4134,90.3026,112.7103
115,109.3841,108.3281,97.1709,85.1558,108.9066,88.6906,101.1355,83.3192,85.7281,117.3099
116,107.1915,105.3345,96.1894,84.7062,102.6361,84.3256,97.9958,82.8119,81.6008,116.0127
117,102.9590,103.0899,98.8528,89.0441,100.8361,94.0287,99.8674,89.1050,92.2766,107.9189
118,109.1500,110.1713,102.8729,86.7093,101.4496,92.1741,103.7223,86.5883,90.6677,115.0215
119,109.2772,107.1008,100.1448,85.4683,101.5026,88.4185,102.7523,86.0453,87.5096,116.7936
120,109.9777,109.4490,104.2287,86.4928,104.6339,90.2605,104.2386,85.4202,85.4193,119.4970
121,110.9500,106.5276,101.0973,84.7409,103.7615,91.9167,101.4452,85.1412,88.8065,111.7445
122,112.5050,108.4173,105.2497,91.0292,106.4471,95.0925,101.4815,89.8978,91.4102,116.1381
123,110.6646,106.3072,100.5512,86.9076,105.8332,93.6813,100.9231,84.1827,83.7132,115.0125
124,108.4614,107.1602,100.6532,85.7228,103.5819,89.2759,100.0831,83.5239,84.2461,117.3255
125,103.1574,103.1080,96.5930,89.9417,100.5169,90.4103,98.3705,89.2469,90.0658,108.7813
126,107.5662,101.5958,98.5177,86.1093,96.0834,88.4708,98.2282,86.0110,84.6502,109.0357
127,113.9999,109.4772,104.1770,84.5303,103.7946,90.1663,102.2744,82.3475,84.8286,118.9226
128,110.3904,107.1246,102.3946,86.9742,103.7324,92.5840,102.9035,87.1353,89.4569,112.3967
129,109.3004,108.5658,99.1190,86.4065,107.5699,90.5254,101.6135,85.5580,87.2155,115.2430
130,107.6856,106.0351,96.7326,90.6543,102.3968,89.5794,100.5498,88.2514,90.0622,116.8745
131,105.6016,103.6699,97.2614,92.1372,102.0072,89.8978,99.0309,90.0263,88.1787,112.4931
132,107.3353,103.8529,99.0530,92.6320,97.1469,92.8553,98.4531,91.8968,93.9843,109.1744
133,103.8434,103.1482,96.9543,94.2259,94.8464,92.7067,97.9344,94.1289,96.1809,104.6860
134,107.7091,106.2530,99.2616,84.3541,103.5252,84.8632,100.1019,83.3608,82.3323,116.7332
135,103.5957,104.1297,96.4107,89.7983,102.1971,93.5874,99.6494,88.9000,94.2306,106.1082
136,106.0839,104.4644,99.6932,90.1648,105.1114,90.6645,96.2494,88.0107,87.8773,113.7383
137,108.7932,104.7241,97.4951,88.5907,100.2818,90.6353,100.8782,88.8796,87.0955,111.6861
138,110.2201,108.5373,102.9684,85.6673,103.7995,89.0397,103.2188,85.4580,86.5941,117.6293
139,100.8716,100.8524,95.2446,89.8032,99.1476,89.3768,98.1932,88.4255,90.2847,103.5848
140,108.9609,103.4012,99.4950,87.4996,101.8153,92.6923,100.2276,84.9863,86.2005,112.2603
141,112.2742,108.7992,97.9113,82.0024,105.3487,87.7579,99.9004,79.7472,78.8719,121.1455
142,109.2089,108.7790,98.0232,88.3204,107.1917,87.2655,102.0297,87.4243,86.0120,122.2900
143,115.6855,110.0900,101.5930,82.6064,109.6028,94.5322,102.3482,79.4577,82.8310,119.0371
144,111.9019,107.3324,101.9385,82.6893,103.1441,91.6944,102.5899,81.7171,83.2165,109.9853
145,106.2909,102.9534,102.4869,91.8060,98.7921,96.0948,99.9500,91.4275,92.9443,106.9025
146,108.1660,104.3937,99.9035,92.0815,106.7178,94.2116,100.4072,89.9078,90.4141,113.9808
147,105.6964,103.5179,98.0179,88.0292,96.6201,90.2282,97.4342,88.0830,89.6652,107.7850
148,107.2339,104.1795,96.2331,90.8561,101.0205,93.3745,99.1578,89.2431,90.8710,112.0309
149,109.8317,107.5810,100.9563,83.0861,104.9009,93.0438,101.8519,83.4219,85.6451,117.4978
150,106.1472,106.0683,99.0028,91.2813,107.1168,89.9289,98.9841,89.5632,89.6720,118.2310
151,106.6888,103.1540,98.2383,86.5168,99.3423,90.2398,99.1235,86.7619,87.7712,109.4307
152,103.9134,103.5290,98.3534,92.7468,100.0339,94.9613,99.4774,92.5820,94.1272,109.4509
153,106.2800,102.2090,95.8455,82.7020,101.2624,87.4754,96.6775,80.6580,82.3913,109.8906
154,108.6346,107.7505,99.6086,86.4168,105.8301,93.2649,102.0163,85.3272,91.5064,112.0400
155,105.3823,105.8750,98.5453,85.8275,101.9983,91.2587,100.4523,85.6597,86.3462,114.6583
156,109.7811,106.9583,102.0918,87.3017,104.4188,93.9965,102.9258,87.4863,89.2477,114.8199
157,105.6418,104.5768,99.8885,92.5413,100.6079,91.4943,99.6839,92.7319,93.5838,111.4225
158,104.5409,105.6215,100.3060,86.2274,100.0103,94.4270,103.0894,86.9205,87.5183,113.9654
159,106.1497,104.1892,98.0177,92.8514,99.8269,89.8594,100.1929,92.3469,93.2581,109.8812
160,105.6691,102.1990,101.5686,94.4782,102.6295,100.6561,100.7745,96.3286,99.4988,104.8898
161,104.2145,102.0116,97.9285,95.8031,96.4748,91.2481,98.5111,95.4400,93.9803,105.2522
162,109.9956,106.7804,99.8883,86.7930,102.2036,92.2058,102.1940,85.2349,89.0926,114.4589
163,111.3845,104.3402,97.0984,91.1101,99.0874,90.2232,99.9462,88.7277,90.7226,111.1959
164,106.2174,104.8480,100.9639,85.8883,99.1312,89.0304,99.2551,83.1586,81.6712,114.2200
165,105.6457,107.9607,98.9260,85.7470,103.5438,90.1924,102.4493,82.9984,85.1022,115.7432
166,104.2359,103.5034,100.1963,84.3684,96.9122,88.7154,99.0280,83.6587,87.7415,110.1912
167,108.8978,105.7841,97.1473,85.9589,100.7601,89.0827,99.1717,84.2120,84.2122,117.1145
168,109.1968,106.2217,100.4516,87.1558,100.0900,91.6408,100.3200,86.0498,87.9492,114.3545
169,109.1258,109.9007,102.5190,86.7244,106.7779,90.3672,102.2661,85.5612,88.0279,118.6841
170,110.6877,108.1612,97.6891,86.8134,107.5294,89.5716,101.6603,84.9736,85.0960,120.2689
171,111.6105,108.4055,102.3096,86.8434,109.8498,92.6007,103.9562,83.5680,82.6147,121.5659
172,111.8371,108.1798,98.7136,79.0521,100.2463,83.6176,98.9128,77.1032,78.1274,116.7703
173,106.7971,107.2086,101.3456,86.5141,104.8252,93.4465,103.0173,86.5237,85.1702,115.7592
174,105.9024,103.9489,96.8002,91.5938,105.2307,88.5341,99.3684,88.9615,85.8521,114.2346
175,101.0243,100.8336,98.6373,104.9524,101.0075,102.9359,101.4931,106.4396,109.5854,102.1608
176,106.2261,104.1016,97.7281,90.8467,99.5620,91.7943,99.4971,89.3332,90.5675,108.4316
177,104.7369,104.0176,97.6959,98.0550,101.4565,94.4919,98.9898,97.3668,97.9948,108.8776
178,109.0281,105.2996,100.7364,83.3295,104.6502,95.3933,102.5557,83.7213,85.2308,115.3093
179,110.3647,106.2130,100.5153,86.4777,105.0536,94.8549,101.3433,85.0941,85.4254,116.0381
180,108.0349,106.0272,103.3058,87.8739,103.3174,95.1318,103.5798,89.2933,92.3043,111.5516
181,106.6906,105.3575,100.3480,87.8783,102.7585,89.6367,101.9674,89.8766,90.2707,113.1799
182,108.5965,104.7134,99.9458,86.8709,106.0998,93.8548,102.0336,85.8432,87.2096,111.7354
183,116.4636,109.5039,107.7719,85.5668,111.6622,98.2302,106.9971,84.6284,88.4742,120.6148
184,105.7400,103.5430,96.3985,89.0864,100.7612,92.3207,98.2199,88.5012,89.6212,110.1438
185,107.5469,106.4043,98.6001,85.4426,101.7859,93.0342,100.5765,84.6469,87.6833,112.2433
186,109.2385,109.2226,98.9277,84.2234,109.6381,94.6794,102.8140,81.3724,86.2950,117.0641
187,114.0574,110.5928,99.7196,83.3746,107.6810,88.7748,102.5838,80.0334,82.3720,118.4187
188,115.4046,107.3718,103.3830,87.9252,102.2366,94.1828,102.9993,87.6034,90.1475,115.6473
189,106.4341,106.2322,101.4357,87.6605,101.7246,94.5567,103.4343,87.4674,90.9560,111.2329
190,110.5794,108.0881,101.0935,89.2472,100.4416,97.5169,103.1196,88.2025,91.9296,111.9527
191,111.2295,103.8887,98.6318,86.0001,99.7670,92.9698,99.4377,82.6972,81.9409,113.4140
192,112.9140,108.7487,100.6474,80.8544,107.2794,91.8965,101.2295,78.3561,80.7775,117.5963
193,104.6275,99.8017,94.9755,95.7894,101.2170,95.4083,96.6485,96.7259,93.4853,105.4518
194,113.1116,110.8660,101.4083,85.9186,110.4282,95.1478,103.0222,82.9207,85.5483,122.9767
195,107.0755,108.7537,100.6319,88.4015,103.4605,90.0413,103.0730,86.3795,88.0510,117.4134
196,111.7223,106.5182,100.8437,87.2877,104.0428,94.9871,102.1719,85.4100,85.3223,111.7182
197,102.2396,96.9601,99.6484,105.7624,95.6667,103.0520,99.5826,108.8205,108.8770,99.7696
198,108.9010,107.8639,101.4999,87.1537,104.4259,95.8218,102.3765,86.4954,89.0179,115.6500
199,106.0865,100.6753,99.7894,89.7452,96.0832,94.2657,100.0870,92.8457,95.6743,102.8749
200,106.2540,104.6102,99.7561,87.6872,98.2640,89.7532,100.5082,86.9384,87.6067,113.2926
201,108.7422,106.7408,97.9292,84.1623,103.8586,89.1836,100.2247,84.8545,87.6630,113.0798
202,113.5646,112.1454,99.6277,82.7337,107.2185,85.0728,103.4425,80.9662,80.0350,126.2865
203,107.3253,103.9050,102.3971,93.8349,102.1969,95.3844,100.1135,92.0817,93.1424,109.1725
204,111.3240,108.3828,100.9352,83.5136,100.4699,90.6641,101.3148,83.7559,87.8628,115.6372
205,98.8719,95.8482,98.7345,88.9747,94.6707,92.9313,97.3529,87.8512,91.1931,99.3770
206,107.8507,105.2566,98.4742,93.0659,99.0473,90.5470,100.3419,94.5687,97.5689,110.0364
207,107.2030,105.7730,97.8678,89.0087,102.5786,90.8080,100.8763,87.9656,90.9751,111.9468
208,116.7908,110.0052,102.8852,83.5814,106.6428,96.1259,103.1547,81.2895,84.1176,119.8804
209,109.2081,107.1155,102.1030,83.3147,97.7612,90.2015,101.8459,85.0931,88.3091,113.7295
210,110.0000,107.1710,100.8486,85.4090,103.8991,89.0867,102.7008,85.8043,84.1048,116.0867
211,106.7925,100.9792,95.1312,95.9585,96.9015,88.8331,97.2294,95.3900,97.6934,107.9308
212,106.9279,102.6934,94.6883,91.9826,96.8503,89.2260,97.5117,91.0264,91.4331,106.1029
213,111.9682,105.8926,101.7706,87.9039,103.8833,90.8505,100.8062,86.6539,86.1756,117.1485
214,106.0810,101.6578,98.4730,84.8490,98.9536,88.6834,98.1663,83.5932,85.0115,105.2410
215,110.7242,107.7707,99.6573,86.5652,102.3916,90.5538,99.7781,84.3111,87.8162,113.9752
216,107.2213,103.6184,97.8798,93.5832,99.2199,93.1708,98.9637,92.9899,97.3523,107.5839
217,107.6675,105.8550,96.8434,81.2994,101.9238,84.3496,99.4245,78.8320,78.4197,119.4945
218,110.9542,108.4158,103.9746,92.4062,102.3075,95.0632,104.6094,94.7924,100.1443,117.2889
219,103.7894,103.4756,98.0647,90.0420,98.0346,90.7142,98.3055,89.4399,96.5502,106.5460
220,96.0594,96.8895,95.8310,109.3141,96.5701,99.1076,96.6001,108.6813,103.3356,100.5987
221,106.9015,103.1582,98.3065,82.4430,101.0039,89.0756,98.6299,83.0601,83.0958,110.5501
222,111.4297,108.5129,97.9304,81.2548,112.4065,89.8994,100.8437,76.6538,77.9269,119.6427
223,100.7499,102.8719,96.2081,91.3569,101.0889,97.8742,98.4365,90.2673,95.4046,103.6581
224,107.6142,103.6639,99.7729,90.4607,98.9892,94.4445,100.0076,92.2426,95.2711,109.8978
225,108.0301,106.3073,99.0534,88.3274,100.4119,89.6159,99.4075,86.0957,88.4518,112.1302
226,107.1247,105.4883,101.4838,95.0198,103.3276,96.4342,100.9658,93.9280,92.8339,111.6788
227,106.0530,104.8543,103.0752,92.6954,99.4780,96.3352,102.3258,94.9089,102.6689,108.2609
228,105.0246,103.8378,98.3770,90.6835,104.5660,90.6693,100.3589,91.7668,90.0235,110.8241
229,108.5745,105.5877,98.2041,88.0290,105.3032,91.9865,101.2286,87.1029,87.9681,113.6665
230,107.0128,104.5392,97.6651,86.2481,101.6898,89.1256,98.9871,84.9328,86.1081,112.4262
231,109.4747,106.9212,101.2610,85.0299,103.3614,90.4827,100.9218,84.9708,85.8764,115.6956
232,107.7289,105.3451,99.0403,93.3051,98.0602,93.4125,99.0537,93.1396,97.3922,109.9949
233,107.2191,104.2208,96.2430,89.2591,101.7792,91.0227,98.9516,89.0718,92.3577,108.9857
234,109.4260,107.9041,103.6428,83.2791,103.4984,91.1534,102.9965,83.6764,85.4964,115.2082
235,112.1096,107.8406,99.1747,85.6613,110.0469,95.0432,100.5044,81.9889,86.3040,115.8959
236,109.4780,107.4044,100.9090,85.7530,103.3205,92.4203,102.2529,86.5260,88.1187,114.8764
237,107.7615,105.7361,100.3548,90.8473,99.1247,92.0094,101.2931,90.8589,92.6113,112.1381
238,113.7492,108.9112,99.3887,81.8743,107.8173,90.9298,101.1107,79.2319,80.9628,118.4874
239,108.5404,105.4471,101.5187,90.6702,105.0924,94.9988,102.6945,91.5773,92.8547,110.3068
240,104.2925,102.0256,98.3536,91.5219,100.5790,94.1676,98.6961,90.7000,91.3150,106.5375
241,108.0622,105.9752,99.1332,88.4722,102.9575,92.0067,99.6715,85.2424,90.3046,110.7848
242,111.9482,107.5291,100.6557,88.4525,105.8604,95.2296,102.9564,86.4062,90.0849,115.4979
243,109.1945,103.6078,98.5267,84.7165,96.5929,86.3564,97.8160,83.3981,85.4713,106.9046
244,100.8907,101.0552,97.9805,98.4105,97.2647,94.0309,96.9941,98.7257,99.9762,104.5497
245,103.3293,103.3721,99.4434,92.5010,103.0300,91.6987,99.8931,92.4263,95.6334,111.0013
246,112.9201,109.2908,103.5188,83.2172,106.6345,94.4996,103.9359,82.7438,85.6761,119.2883
247,108.2074,107.1393,100.3415,85.6828,105.4960,93.0297,104.0956,84.9379,84.5699,114.2051
248,114.6485,110.7742,103.5948,83.9385,107.7210,96.8956,103.5730,82.9757,86.7455,120.8567
249,107.3785,104.6083,98.4724,90.7902,104.3989,95.4448,100.6537,89.5527,95.2343,109.7283
250,108.7806,104.7374,100.2103,86.4418,98.9491,92.2174,100.3299,86.3924,91.2481,108.1721
251,108.4038,106.1072,99.3955,84.5545,99.9277,88.9521,101.4755,86.1431,87.7092,111.7640
252,109.0639,106.4968,99.0005,87.8983,103.5265,92.6617,99.9332,85.8117,89.2187,117.8929
253,109.9220,106.5791,96.8467,86.2100,104.2431,92.6258,99.9405,84.5942,86.4894,113.2253
254,108.9589,106.1642,102.3967,85.5266,104.4437,95.2433,104.3677,87.9019,92.8270,110.5630
255,111.5681,105.3309,104.3423,86.5414,100.8891,93.4183,101.9936,88.0095,91.0139,115.0696
256,110.3904,107.1246,102.3946,86.9742,103.7324,92.5840,102.9035,87.1353,89.4569,112.3967
257,106.5562,101.5269,96.3449,85.7050,99.1749,95.0730,96.4863,84.4408,89.1102,103.1081
258,106.2356,102.6493,97.2911,89.8613,100.5856,93.5706,99.8235,88.2476,90.4074,109.2917
259,112.2984,107.6818,99.5695,85.4859,108.5431,93.7743,101.3391,83.0198,83.3800,116.7160
260,105.4294,104.1334,100.1556,91.3437,102.7568,93.1700,100.4290,91.7713,92.6267,113.3269
261,111.0453,108.1237,100.6435,85.4313,102.4067,89.7220,100.6212,83.4541,87.1551,113.7136
262,102.9601,102.1172,98.1041,89.6507,97.5127,94.3655,99.4349,91.2943,94.2190,104.5041
263,102.9742,102.9450,98.9706,97.9342,104.6005,97.9514,99.8239,96.1186,99.7008,108.1320
264,107.6644,105.0158,97.2062,92.1378,101.8504,90.3720,99.2386,90.3219,91.5411,111.8440
265,111.1785,109.5642,101.1917,85.2859,110.1841,89.7575,101.5647,81.4707,81.8823,120.8223
