sequence_id,NC_007984,NC_015722,NC_011138,NC_015859,NC_013943,NC_009767,NC_008709,NC_015656,NC_009511,NC_011126
45,113.8187,107.0094,103.6595,85.5684,99.1346,88.6217,102.3129,86.0398,88.2753,111.8468
46,107.6100,101.4425,99.8565,95.9933,101.3381,98.8146,100.1761,95.5766,94.6646,105.0454
47,100.5783,99.8361,92.9627,87.8841,95.1512,87.6899,94.6151,88.7788,88.2583,101.7846
48,106.2114,104.0652,96.5494,90.0119,99.9580,85.6303,96.8263,87.7643,85.3134,116.6193
49,107.5363,103.7936,100.9875,81.7146,99.2762,90.1205,98.5022,81.7231,86.2647,107.3412
50,110.9451,106.1655,101.7574,87.7505,105.6391,95.9061,102.6218,85.2503,89.6666,114.6216
51,107.6121,101.9354,96.0642,85.5728,105.8216,90.1220,99.8357,84.9686,82.1602,111.5736
52,114.9118,107.3650,103.3609,84.2604,108.1990,96.0804,104.7950,84.4066,85.7262,120.8898
53,112.9776,105.8916,98.5065,81.9611,98.2780,89.6497,99.5323,80.1686,81.8800,110.7013
54,108.9259,104.8373,99.9065,91.7328,102.0183,96.8334,101.2449,92.9848,101.3719,109.8969
55,108.0201,105.1461,98.5083,85.1249,103.5579,88.7151,99.8681,83.4120,84.6310,113.5992
56,99.8561,101.0658,94.0483,108.3757,100.9986,104.0778,97.1813,104.8475,108.0206,107.1364
57,106.9511,106.1722,98.0470,86.5515,102.8574,95.7341,100.7669,85.1782,90.0238,111.7052
58,109.9954,106.9689,98.7978,82.4024,100.7450,85.6272,99.7044,82.1355,82.8955,114.8940
59,105.9922,104.9990,97.6479,86.0184,98.8379,85.7630,100.0847,86.7901,85.5800,111.5726
60,103.1114,101.3848,93.9860,90.0050,97.1805,91.0214,96.8347,89.8901,93.3224,103.9763
61,108.3050,105.0149,99.1769,85.0938,101.1737,89.2461,100.7761,84.6595,84.1969,114.6482
62,103.8998,102.4734,97.5973,89.1197,100.5060,92.4544,99.8022,88.8151,92.5180,108.9549
63,111.9774,107.9738,96.5350,83.9420,103.4439,87.2508,100.4963,81.6816,84.0895,115.0883
64,101.6662,100.5248,99.3204,92.7355,97.7360,94.9998,99.8410,92.7396,93.2845,101.3131
65,99.3446,99.1218,96.4464,95.7086,97.3388,94.4402,95.9505,95.8566,98.1844,107.6218
66,110.3386,104.9340,100.3087,86.4448,99.5558,92.8216,100.8046,87.3044,88.5013,107.1792
67,103.8247,105.7277,96.3644,87.9680,98.8249,88.0700,100.1491,87.1421,90.1415,109.1610
68,109.4431,104.8691,98.1917,86.9958,108.9734,93.6733,100.9573,84.5159,85.4138,114.2118
69,108.9481,104.1766,94.8245,88.6211,102.1306,90.5675,99.9951,87.3741,88.2353,108.1356
70,103.1256,102.8923,101.6744,90.0658,99.9903,91.7989,100.9135,90.3332,95.0432,106.6895
71,116.3853,107.2758,99.0825,86.0473,103.4679,85.4771,102.0274,83.3191,82.0099,119.7907
72,111.1454,105.8013,96.6078,83.3389,105.7323,88.1435,99.6639,79.6871,78.9935,119.7949
73,108.6556,105.6073,97.9074,81.4989,102.0111,89.2653,99.3523,80.5254,82.6530,112.8699
74,107.6198,106.2455,99.4954,86.4967,98.9896,93.9117,101.1232,86.5187,93.6112,109.2472
75,112.1671,108.4746,97.7516,81.8186,107.9097,92.4350,100.1612,80.8539,88.0988,119.4247
76,106.6682,103.0261,95.3156,83.2532,101.6736,87.3518,98.4400,82.8764,80.9149,107.4234
77,109.4849,103.1352,97.4218,86.3822,103.3311,91.7617,97.5985,84.9696,89.0873,111.4055
78,111.5438,107.8439,100.7450,84.7080,106.0581,89.4710,100.5407,84.8378,88.4306,116.7096
79,108.8295,106.4878,100.2391,87.9000,102.2359,93.2854,100.5799,86.1445,87.7941,114.0081
80,106.6717,101.7666,97.3975,86.7850,94.0556,86.3508,97.1539,86.7844,88.3523,109.6440
81,107.0100,106.4200,99.1751,89.3076,102.0208,93.4000,99.4902,87.0073,94.2998,114.3050
82,112.7511,106.9216,98.1608,81.6934,101.6946,83.8972,99.5665,80.1225,83.9422,115.2451
83,98.3223,98.6973,94.2447,100.8645,98.4319,96.0997,94.4931,100.8990,101.5750,104.5627
84,110.8110,104.7392,99.7821,88.0091,100.5427,90.2245,101.3259,86.9733,88.4068,112.5635
85,112.0255,105.8211,97.5279,84.4670,105.4426,91.9227,101.2745,81.8403,81.3221,117.0296
86,106.6979,102.6760,97.9738,90.8436,100.5135,91.6977,98.3393,87.5157,89.8289,111.6782
87,114.4220,107.8904,101.1922,84.5858,109.0303,96.6080,103.1043,81.8259,86.2779,121.2454
88,110.3214,104.9591,98.8746,82.7283,99.4822,87.5080,100.0255,80.8230,83.0917,110.6305
89,106.9507,103.3055,97.2526,81.5947,102.2843,91.4849,97.0770,80.3301,83.1678,108.8640
90,104.9923,104.1672,97.2081,85.7646,99.8996,87.8200,98.3486,85.9217,88.3498,110.8080
91,104.5780,98.2709,93.8982,104.8441,98.0522,95.5832,95.8445,101.7395,105.5679,101.3911
92,105.2443,103.8658,95.5586,85.0419,99.2961,90.5052,98.1152,84.0489,86.3444,110.0857
93,107.1945,104.7962,98.9808,81.4111,98.9625,90.5119,99.6459,82.1034,82.8230,109.8080
94,107.8647,105.4187,94.3940,81.6851,100.4230,82.8014,98.0267,79.3318,78.8268,115.7431
95,105.5416,108.2023,98.8225,85.0468,104.2685,88.5191,101.8629,82.9572,87.0186,117.7643
96,113.5386,104.8940,101.7829,87.5788,106.0747,93.3620,101.2590,85.8469,85.0290,117.3422
97,108.2201,105.9577,97.3820,82.7588,101.7818,90.5685,99.2280,82.3275,84.9630,115.1194
98,108.3977,103.2403,99.4903,88.9251,101.1519,94.4556,101.2410,86.1748,87.7631,107.4316
99,106.4789,103.9348,101.1468,87.7189,99.5105,90.8027,99.6564,85.9043,87.6617,111.1950
100,104.7307,101.5094,100.4204,91.3511,100.2295,94.8947,102.0913,91.5635,93.9232,104.2463
101,105.0293,100.1771,99.2350,94.8553,97.2191,97.0335,98.4852,96.5915,102.6476,104.7494
102,108.6376,103.3742,98.9823,87.1139,101.0346,89.9402,98.8390,85.3450,87.7925,107.7447
103,110.6862,108.3770,97.7133,84.4469,105.1253,86.5227,99.4040,81.1151,80.1649,124.4503
104,106.5047,104.9724,99.1081,88.9882,101.6769,91.7915,99.1524,89.4127,93.3622,114.4434
105,105.8785,102.2543,96.2261,90.5070,96.2255,92.6556,98.1508,91.6178,99.2915,107.6329
106,111.0929,105.2614,99.7620,86.0911,103.3073,91.9799,98.5942,81.4275,82.1583,116.5567
107,103.0623,99.6149,96.1867,92.0096,95.9336,90.2958,95.3986,89.9383,89.5138,108.9962
108,111.6304,108.0861,98.5103,80.1404,102.4482,86.5255,99.1092,78.4122,81.8282,112.8024
109,106.0317,105.7909,95.7597,83.3851,99.9978,84.9745,99.7832,81.7220,82.5930,112.6149
110,101.5624,103.5135,92.6960,85.5843,100.0300,85.4815,96.2399,82.3899,85.7079,110.0743
111,106.6202,103.3670,98.4983,84.1973,100.4275,84.8134,99.5170,82.8243,80.7662,113.4164
112,108.3283,102.4681,99.1119,88.1626,96.2919,90.5157,100.4861,88.3688,88.9404,110.7464
113,110.9475,110.2430,99.5438,85.6281,100.2720,87.0284,101.8403,85.3463,90.5308,116.9338
114,110.2358,107.3873,101.1383,81.1631,99.0212,91.2776,101.4684,82.0499,86.4489,112.1240
115,109.3579,106.5979,96.5998,84.1481,108.2245,87.4540,100.3967,81.7690,84.7853,119.1522
116,107.7056,104.6155,96.0884,82.5942,102.1678,83.2449,97.5863,80.6464,80.5770,114.1630
117,104.4217,101.2292,97.8101,88.7056,99.7643,92.4501,99.3357,88.3962,92.3773,107.1874
118,109.9039,109.3000,101.9651,85.8630,101.4168,90.7103,103.0476,84.4243,88.3764,115.3861
119,108.5510,104.5180,99.0881,85.6410,102.7411,88.5352,101.4608,84.8466,86.8224,114.9581
120,110.1162,108.4106,103.5352,84.7402,104.0847,90.5043,103.5082,83.2279,84.1563,119.0960
121,111.5515,104.8910,99.8733,83.6020,102.3067,91.5683,99.9054,83.4656,87.8597,110.3788
122,112.2203,105.8391,104.2212,91.1813,106.1978,93.1313,100.4797,88.5490,89.6005,119.5333
123,110.9297,104.1624,100.5308,86.7387,105.1695,92.2525,100.3018,83.3913,83.9375,114.5187
124,108.6003,105.7296,100.0825,84.8807,103.5158,88.8642,99.0665,82.7345,83.3341,117.9880
125,102.0614,101.2859,95.2932,87.9397,98.7713,88.8084,96.4639,87.3678,88.8125,108.5531
126,107.3397,101.0244,97.1552,85.9581,94.4805,86.5204,97.5009,85.5126,83.3698,107.7245
127,116.2910,109.4863,104.3214,84.7053,105.0518,89.1336,102.8165,81.4339,84.8341,119.6324
128,109.1595,105.6582,102.0586,85.5721,103.8880,91.4788,102.0468,84.9257,86.8409,112.6874
129,109.0821,107.2441,99.1308,83.6584,108.9246,91.1012,100.5100,81.9003,84.3223,116.7969
130,106.5523,105.3433,95.6507,89.7664,100.7596,88.4094,99.2660,86.7704,89.7334,116.7067
131,104.1716,101.3492,95.6362,90.2294,101.0750,89.2128,98.2994,88.0338,88.0386,112.5242
132,107.1636,103.1381,98.3016,89.8082,95.9301,92.2317,97.6786,89.3760,92.6233,108.2244
133,103.5536,102.0337,96.4081,93.4424,95.2267,93.0974,97.0565,92.4217,97.3641,103.3299
134,107.8001,105.9401,97.7303,82.2696,101.5025,84.1268,99.6348,81.6699,81.2623,114.1548
135,103.4837,102.2442,94.6415,87.0167,100.3684,92.0368,97.5228,86.7271,91.7428,104.4176
136,107.5725,103.2260,98.1503,87.8352,103.2342,89.6925,94.7555,84.5975,86.8740,113.7939
137,109.7223,102.9932,96.6288,87.1272,100.1268,89.0854,99.5609,87.0442,85.9967,110.2070
138,109.9407,106.7632,102.1800,84.0341,101.4212,86.8320,101.8861,83.1535,84.0129,117.2910
139,99.9687,99.5399,93.9173,87.2147,98.3921,87.8384,96.8623,86.2468,87.6675,103.0780
140,109.9046,103.0143,98.5097,84.6041,102.2459,92.1004,99.5048,82.9570,83.4722,111.9581
141,112.9954,107.3525,97.6118,81.1473,103.7064,87.8651,99.0783,78.6140,78.2272,119.5773
142,109.7527,107.2374,97.1179,88.7231,105.7293,85.9178,101.4080,87.2376,86.0941,123.4016
143,116.5242,109.9547,101.0356,81.3100,109.1490,92.7678,101.9591,77.7329,80.3075,118.1417
144,112.8712,107.6612,101.7628,80.5061,101.9624,91.6579,102.2861,80.0163,82.5928,110.1622
145,106.0753,101.0699,101.1219,90.8204,97.6645,95.3255,98.3095,90.1378,92.8396,106.4616
146,108.3590,103.2292,98.7832,90.7562,105.2687,93.3665,99.0858,87.8634,89.1527,114.0397
147,105.8618,103.5324,97.2896,86.6298,94.5780,89.6891,96.3030,86.3336,88.8183,105.8751
148,107.3838,102.9446,95.2883,90.4366,99.5746,92.8356,98.0459,87.8787,89.6113,112.6651
149,108.6226,105.8538,100.2989,80.7697,104.2173,91.0199,100.8995,81.1698,83.8862,115.3718
150,105.5699,104.4839,97.2554,90.1797,106.0107,89.0091,97.5921,88.7684,89.0299,118.1869
151,106.3293,102.4916,97.1035,83.5651,99.7615,87.7234,97.9116,84.0457,85.3365,110.2274
152,103.4986,101.5882,97.3989,91.9979,98.2734,94.4030,98.3631,90.8626,93.7405,108.0837
153,106.7892,101.7904,94.5337,79.9662,99.2067,86.0593,95.8266,77.9209,79.2693,108.0308
154,108.3676,105.9811,98.5207,86.6122,103.4250,92.8725,100.9017,84.8798,90.4181,112.9315
155,104.6857,104.6395,97.1623,83.5233,101.4918,89.8503,99.4253,83.0560,82.5129,113.0772
156,109.5204,105.5531,99.8193,84.8429,102.9704,93.3999,101.4960,85.1592,86.9933,114.5867
157,104.8935,102.6570,98.5113,92.5009,98.1368,89.7292,98.0171,91.5116,91.9397,110.9235
158,103.2749,104.2342,99.5795,85.3997,99.9883,94.0440,101.2404,85.6422,85.9811,111.8318
159,106.0828,101.5872,96.8025,89.9092,99.0885,88.7868,99.2277,90.2150,90.0248,108.2011
160,106.4716,101.1155,100.4473,92.6430,101.4093,99.7169,99.8385,94.9742,97.3314,104.8593
161,102.4178,99.9591,95.5862,94.6886,95.2640,89.8898,97.1569,94.7136,94.4199,102.4542
162,109.6741,106.6619,99.2340,84.3418,100.0379,91.2566,102.3369,83.1494,87.6358,112.8702
163,111.5481,103.1877,96.3147,89.4414,98.5629,90.7012,98.9371,87.3416,90.0733,111.7902
164,105.7068,103.7936,101.0379,85.1907,100.3205,87.6106,98.5271,82.2749,80.6861,116.0734
165,105.1148,107.0952,98.1644,85.6747,103.1781,91.6973,101.0876,81.4624,85.4891,116.3931
166,103.7942,101.7481,99.1928,82.4949,97.1776,87.0453,98.6367,82.1395,86.1318,107.9025
167,109.4854,105.2429,96.2207,83.4687,99.8608,88.5874,98.1468,81.8640,82.7961,117.0916
168,108.4022,105.3781,99.5489,87.5004,99.1640,92.3736,99.4333,85.5926,87.9554,114.5637
169,109.6123,109.9355,101.7107,85.7184,107.0562,90.0454,101.1726,84.3382,86.7681,119.8829
170,111.2635,108.3175,97.2846,86.3957,106.9486,90.4416,101.0266,83.4930,84.8258,117.8093
171,113.1162,107.8314,101.7478,84.6136,109.8321,92.4516,103.0053,80.7899,80.0058,122.8363
172,113.6597,108.5857,98.8987,78.4108,100.5892,83.0359,99.3124,75.7225,77.8840,116.1146
173,105.1251,105.8907,99.6172,84.7831,103.8776,93.2591,101.3080,84.3303,82.8059,115.0772
174,105.1532,104.4974,96.0956,90.3277,103.8884,88.1616,98.6076,87.4320,85.5473,111.9835
175,99.2808,99.6031,96.8408,103.1189,99.5576,100.9903,99.8347,103.7617,108.8108,100.5971
176,105.7100,102.3994,96.3986,89.6558,98.0590,90.7344,97.7795,87.3312,89.3609,107.5220
177,105.0943,103.7197,96.9393,96.8980,99.9060,91.7928,98.1312,95.7145,95.1245,108.3401
178,109.4807,105.3488,99.7625,81.8433,104.5420,95.8612,102.1326,83.2019,86.3543,114.1443
179,111.4946,105.5224,99.5528,84.2274,104.3253,92.6625,100.4729,82.9649,83.1236,116.0676
180,108.5531,105.4100,101.5191,84.0142,103.2376,94.3288,102.5303,86.6567,91.8021,109.9093
181,107.2270,104.6191,98.5164,87.5882,102.0525,88.7490,100.5708,88.2449,90.1692,113.0709
182,109.7421,103.9961,98.1059,84.4775,104.0991,92.9079,101.0858,82.9884,84.5904,112.4322
183,118.4873,109.4901,107.3560,84.9828,110.7735,98.9888,106.9810,83.7852,88.8940,121.4725
184,105.1116,102.3392,96.3580,88.0911,101.5166,91.4623,98.0083,87.1752,89.5570,108.3046
185,107.7973,104.9094,97.0352,83.8651,100.5142,93.0677,98.9155,82.1200,85.3974,111.1381
186,108.9010,107.7839,98.0807,83.7686,109.4330,94.4242,102.1273,79.8846,85.5776,116.4458
187,114.6868,109.7549,99.9105,83.4426,108.2986,88.4122,102.8369,79.4347,81.5777,118.7906
188,116.9745,105.0761,101.6081,87.3889,100.3233,92.5113,102.0403,86.6490,90.3678,116.4761
189,106.1280,105.0277,99.7316,83.5899,100.2707,92.9581,101.4867,82.9697,86.7345,110.9540
190,110.6994,108.1316,99.4480,87.7562,98.2439,94.7586,101.5325,85.8649,89.9326,111.4547
191,111.0250,102.8609,97.7456,84.2029,97.7501,91.6575,98.4135,80.2573,79.9885,113.4913
192,114.6762,108.5977,100.8440,81.3293,106.9298,93.0167,101.1713,77.8110,81.0705,118.9101
193,105.5149,99.1732,94.4104,94.1868,100.6346,95.0533,95.3946,94.6984,91.5310,104.4263
194,113.5566,109.5696,100.1704,85.5660,108.5480,94.8622,102.2684,81.8254,84.7022,123.6397
195,106.8094,108.2033,98.1125,86.1985,102.4113,87.7235,101.1084,83.3524,85.7987,117.6075
196,111.9946,105.9159,100.3895,86.9194,103.5389,94.2782,101.1769,84.4436,84.2312,112.5438
197,102.0727,96.5503,98.5943,106.4475,94.5192,102.2187,99.1141,108.3490,110.7434,99.2432
198,109.8642,107.5849,101.0746,87.4965,103.8141,94.5353,101.5755,85.3882,87.9832,116.0533
199,104.4806,99.8203,98.2357,88.9978,95.1548,92.9950,98.8853,91.1382,94.3280,101.3695
200,104.7818,104.4356,99.5396,86.0235,98.3513,88.8189,99.5179,84.8804,85.1208,113.7512
201,108.9096,105.3910,97.1158,82.2692,102.7501,89.2251,99.0490,82.6120,86.4714,111.3145
202,113.8092,109.6082,99.3801,81.6143,107.2169,84.2718,102.8636,78.9759,78.6887,126.1927
203,108.8623,103.3509,101.7332,91.2186,102.0479,95.2411,99.9215,91.2290,91.9959,109.8465
204,111.5490,107.6394,100.2574,81.6864,98.4196,89.5689,99.6132,82.0465,87.8624,114.2807
205,98.3619,94.5677,98.3970,89.6207,95.4862,90.2311,97.1918,87.2791,90.6799,97.8120
206,107.5533,102.4867,96.9050,91.7103,97.4472,90.2977,98.2658,92.5029,97.9139,111.0683
207,108.5727,104.8311,97.2174,87.8569,103.6083,90.1319,101.4422,86.8622,89.6286,110.6865
208,117.0813,109.0017,102.3992,81.5154,106.5837,94.7068,101.9917,79.2420,82.3639,120.1845
209,110.2071,107.5425,101.0267,82.0154,96.1277,87.9598,101.0061,82.6739,86.3194,112.2856
210,110.9047,106.3598,100.1451,84.9367,102.8339,89.8794,101.7881,84.6600,85.1036,115.5368
211,106.5633,100.5313,93.7118,92.6056,95.6351,86.3683,95.7859,92.1048,93.9621,107.3217
212,105.6458,101.9317,93.7740,89.2132,95.6960,88.1639,96.7195,89.5066,89.9860,102.6970
213,112.6562,105.0196,101.3504,87.0739,102.8555,89.6881,99.7766,85.4629,85.9040,115.2065
214,105.6582,101.3293,97.5809,83.7738,98.6629,88.2328,97.4709,82.1380,83.3734,104.8931
215,111.2897,107.0369,99.0319,84.4365,102.2332,89.1511,99.4085,81.6689,86.1105,113.5803
216,106.7557,102.5648,96.8809,90.6318,97.5121,91.7901,97.9115,90.4463,95.4223,105.8359
217,107.3194,105.0332,95.8856,79.2951,101.4992,82.1730,98.3659,76.5022,75.2020,118.9451
218,111.5982,105.9680,103.7014,93.8734,101.7228,94.4935,104.1947,95.5039,100.6785,117.4124
219,104.5202,102.5726,96.8325,88.3441,97.4469,89.2864,97.6357,87.2114,95.7205,104.6754
220,95.5382,96.2262,95.2710,109.1866,95.3764,97.7044,95.4088,108.1870,103.0674,99.9854
221,106.9982,101.1308,96.4357,80.0889,99.1257,88.4385,96.9351,81.0569,81.3863,107.6593
222,112.8658,107.7249,98.7636,81.4503,113.2467,91.3331,101.9753,75.8840,78.6963,122.2696
223,101.1707,100.9626,94.9403,89.2814,98.7007,95.6175,96.8653,88.9181,94.1410,103.1690
224,106.7582,102.1817,98.4238,89.6743,97.5074,92.5935,98.2545,90.4751,94.1100,109.3024
225,107.4063,105.5612,98.5156,86.7020,98.8486,88.3108,98.1307,83.6509,87.9484,113.8828
226,106.5023,104.7447,100.3365,91.4064,102.2343,95.3332,99.5687,91.5039,92.1088,111.7210
227,105.8980,104.0665,102.0452,93.5737,98.7022,95.8796,101.7995,93.9334,101.5968,108.3075
228,103.3488,102.1706,96.7512,87.9107,102.8682,90.1980,98.2299,88.4537,87.3818,109.6254
229,108.7881,104.1204,97.6416,86.7472,104.5201,92.7217,100.6237,85.4510,86.8777,113.7839
230,106.8811,103.7534,96.4251,83.3446,100.6119,86.8099,97.0327,82.1502,82.8897,110.8347
231,109.5814,106.3102,100.9607,85.0844,103.1368,89.3041,100.2503,83.2831,84.5028,117.5556
232,108.5057,103.1488,97.7575,93.7435,97.7166,92.5015,98.2696,92.7097,97.7541,109.6444
233,108.3954,103.1152,94.5439,87.3715,100.3180,89.7100,97.6421,87.0719,90.4829,108.9584
234,108.8827,107.8741,102.8505,83.4024,103.9162,90.1528,102.6771,83.2391,85.3893,115.4847
235,114.1112,107.1075,98.6651,84.8406,109.4082,94.9818,99.7546,80.5737,83.4898,117.2486
236,109.5378,106.8666,100.1419,83.8265,101.9827,91.5811,101.2372,84.6591,86.7433,114.3711
237,107.7031,105.1479,98.6911,88.9386,97.8319,89.2415,99.9861,87.2188,88.2787,113.0017
238,116.0424,107.5697,100.1047,82.4116,108.8776,91.0317,101.2141,78.4089,80.4829,122.9878
239,108.0826,104.3715,99.9790,89.1272,105.0160,93.7326,101.9767,90.1206,91.9012,109.2462
240,104.5994,100.7228,96.6062,89.5200,99.4578,93.9127,97.5512,88.6673,89.1096,107.2130
241,107.8547,105.2283,98.7738,87.3086,102.6567,91.5831,99.5461,83.8867,88.9210,110.6953
242,112.6093,106.5793,99.4777,87.9583,104.6203,94.4267,101.6744,84.5761,89.4583,116.5879
243,112.6234,103.5852,98.1205,84.5525,96.0591,85.7917,97.5132,81.7434,84.8167,106.6571
244,99.4963,99.6043,97.3721,99.4780,96.5716,93.5071,95.7931,97.4499,100.3402,105.2955
245,102.9671,102.0538,98.5244,92.2283,101.3904,90.7542,99.6442,91.2512,94.7015,110.2972
246,114.2527,107.8512,102.3072,82.7179,105.7807,94.6591,103.2284,81.6010,85.1173,118.3821
247,109.2236,106.1570,98.3509,82.4599,103.8766,90.2992,103.2762,82.2238,82.7682,113.2122
248,113.9172,109.4816,102.3099,82.5070,106.5770,95.6355,103.1426,81.1593,86.1305,121.3769
249,107.5174,103.5952,97.7538,90.0342,105.1932,94.0192,100.2201,88.7297,94.5222,108.4907
250,110.3272,103.8340,99.2575,85.6971,98.5625,91.0614,99.3317,84.7374,90.5417,110.8018
251,107.0614,104.7750,97.9500,82.3252,98.0481,88.5456,100.3489,83.9858,85.8798,108.5192
252,110.2055,105.5132,98.7548,85.7892,104.2088,92.9516,99.1789,83.7501,86.9140,117.9614
253,108.9107,105.5151,96.0605,86.0538,103.2344,91.4968,98.8325,83.8598,84.0514,114.0241
254,108.5560,104.1438,99.6361,83.5457,101.7434,92.4992,102.4433,85.6625,90.2361,108.2736
255,111.4967,105.8402,103.2921,85.0964,101.9411,93.3267,100.9636,86.1780,89.1119,116.1569
256,109.1595,105.6582,102.0586,85.5721,103.8880,91.4788,102.0468,84.9257,86.8409,112.6874
257,106.2272,101.2345,94.8450,83.8966,99.5148,95.3621,94.9871,82.7415,86.9016,100.7133
258,106.3870,101.0508,96.1179,88.3326,99.4330,92.4575,99.0720,86.1420,90.4511,108.1183
259,111.9613,107.6547,99.1569,85.9429,108.1202,94.6718,100.6831,82.7484,84.3875,116.5038
260,105.3334,102.2499,99.0576,89.7630,101.3398,91.4368,99.7722,89.5151,90.9402,114.0589
261,112.4085,107.0410,100.1094,83.9373,102.7033,89.8080,100.2409,82.0856,86.2683,114.9146
262,102.1148,100.9904,96.1285,88.7397,97.3083,93.7710,97.7386,89.6834,92.9868,102.9461
263,103.6074,101.5141,97.5763,95.0374,102.8272,94.9637,98.6906,93.7657,97.6790,107.1680
264,106.5563,103.8306,96.4199,89.5383,101.2964,88.4669,97.8704,87.9073,89.6151,110.0740
265,112.9710,108.0590,100.7417,83.9618,110.3159,90.6612,101.0951,79.4949,81.1882,123.0638
